# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.144144964404404163e-04 3.428319701924920082e-03 1.844969540834426880e-01 4.938056226819753647e-03 4.911332204937934875e-02 8.143403567373752594e-03 5.956931784749031067e-02 5.257840454578399658e-02 5.805465206503868103e-02 2.003216941375285387e-04 3.409908153116703033e-03 1.917397975921630859e-01 4.938056226819753647e-03 4.911331832408905029e-02 8.143405430018901825e-03 5.956931784749031067e-02 5.257840827107429504e-02 5.805465579032897949e-02
1.000000000000000000e+00 7.936725523904897273e-06 6.945418863324448466e-05 1.184550859034061432e-02 1.962583279237151146e-03 8.429360575973987579e-03 2.841548761352896690e-03 5.334264598786830902e-03 9.196959435939788818e-03 7.346249185502529144e-03 7.444348739227280021e-06 6.494761328212916851e-05 1.227371767163276672e-02 1.962583279237151146e-03 8.429361507296562195e-03 2.841549459844827652e-03 5.334265064448118210e-03 9.196959435939788818e-03 7.346249185502529144e-03
2.000000000000000000e+00 4.316194463171996176e-05 3.227080742362886667e-05 1.148261688649654388e-02 5.142096895724534988e-03 2.020878251641988754e-03 1.079188939183950424e-02 7.791991345584392548e-03 1.249060966074466705e-02 3.498002653941512108e-03 4.429561522556468844e-05 3.029021172551438212e-05 1.187966018915176392e-02 5.142096895724534988e-03 2.020878251641988754e-03 1.079189032316207886e-02 7.791990879923105240e-03 1.249060872942209244e-02 3.498002886772155762e-03
3.000000000000000000e+00 1.935627915372606367e-05 3.152264398522675037e-04 3.324431180953979492e-02 4.822159651666879654e-03 1.074740663170814514e-02 5.543413106352090836e-03 3.150563687086105347e-02 2.314141578972339630e-02 2.145041897892951965e-02 1.859569420048501343e-05 3.047608479391783476e-04 3.444821387529373169e-02 4.822160117328166962e-03 1.074740663170814514e-02 5.543413106352090836e-03 3.150563687086105347e-02 2.314141765236854553e-02 2.145042270421981812e-02
4.000000000000000000e+00 4.308622737880796194e-05 3.337842354085296392e-04 2.917046658694744110e-02 3.800666425377130508e-03 1.281640306115150452e-02 9.704543044790625572e-04 3.269405663013458252e-02 2.429379895329475403e-02 2.723556384444236755e-02 3.895294503308832645e-05 3.237688506487756968e-04 3.020529635250568390e-02 3.800666425377130508e-03 1.281640306115150452e-02 9.704541880637407303e-04 3.269405663013458252e-02 2.429379895329475403e-02 2.723556198179721832e-02
5.000000000000000000e+00 4.054161036037839949e-05 1.359027810394763947e-04 1.535154879093170166e-02 3.056547604501247406e-03 8.392384275794029236e-03 5.687874509021639824e-04 1.827118732035160065e-02 1.772155985236167908e-02 1.994446665048599243e-02 3.719746382557787001e-05 1.323113829130306840e-04 1.587139628827571869e-02 3.056547604501247406e-03 8.392384275794029236e-03 5.687874509021639824e-04 1.827118732035160065e-02 1.772156171500682831e-02 1.994446478784084320e-02
6.000000000000000000e+00 1.417261228198185563e-05 2.526392927393317223e-05 4.890561569482088089e-03 2.338488120585680008e-03 3.358659334480762482e-03 1.578588504344224930e-03 4.908795468509197235e-03 9.060165844857692719e-03 9.238684549927711487e-03 1.312985023105284199e-05 2.484094875399023294e-05 5.038909148424863815e-03 2.338488120585680008e-03 3.358659101650118828e-03 1.578588504344224930e-03 4.908795468509197235e-03 9.060166776180267334e-03 9.238683618605136871e-03
7.000000000000000000e+00 3.327735839775414206e-06 1.865373974396788981e-06 5.333628505468368530e-04 1.515383366495370865e-03 9.331736946478486061e-04 1.880973577499389648e-03 1.870841369964182377e-04 2.663789084181189537e-03 1.955158775672316551e-03 3.279784777987515554e-06 1.779873173290980048e-06 5.392263410612940788e-04 1.515383366495370865e-03 9.331736946478486061e-04 1.880973111838102341e-03 1.870841952040791512e-04 2.663789084181189537e-03 1.955158775672316551e-03
8.000000000000000000e+00 4.168236500845523551e-06 9.024691394188266713e-07 2.009078889386728406e-04 7.491797441616654396e-04 1.315297908149659634e-03 1.240114914253354073e-03 3.152339253574609756e-03 6.661145598627626896e-04 1.012340799206867814e-04 4.039827217638958246e-06 8.252713428191782441e-07 2.065627777483314276e-04 7.491797441616654396e-04 1.315297791734337807e-03 1.240115147083997726e-03 3.152339486405253410e-03 6.661144434474408627e-04 1.012341308523900807e-04
9.000000000000000000e+00 4.016347247670637444e-06 2.094895762638770975e-06 1.486901426687836647e-03 2.835017221514135599e-04 3.026531077921390533e-03 4.559123481158167124e-04 8.621074259281158447e-03 2.765098819509148598e-03 2.099251374602317810e-03 3.740987722267163917e-06 2.167549382647848688e-06 1.544509548693895340e-03 2.835016639437526464e-04 3.026530845090746880e-03 4.559122317004948854e-04 8.621075190603733063e-03 2.765098353847861290e-03 2.099251374602317810e-03
1.000000000000000000e+01 1.860738052528176922e-06 6.411908998416038230e-06 3.097210312262177467e-03 1.693578524282202125e-04 4.461769480258226395e-03 7.326980994548648596e-05 1.182109583169221878e-02 6.484041456133127213e-03 5.132950842380523682e-03 1.651268121349858120e-06 6.557222604897106066e-06 3.211975796148180962e-03 1.693578087724745274e-04 4.461769480258226395e-03 7.326986087718978524e-05 1.182109583169221878e-02 6.484040524810552597e-03 5.132951773703098297e-03
1.100000000000000000e+01 3.920829954040527809e-07 1.253844493476208299e-05 4.471247550100088120e-03 2.547719923313707113e-04 4.883822519332170486e-03 3.100905814790166914e-05 1.120003964751958847e-02 8.842871524393558502e-03 7.151787169277667999e-03 3.102905168361758115e-07 1.267492370971012861e-05 4.628423135727643967e-03 2.547720505390316248e-04 4.883822519332170486e-03 3.100905814790166914e-05 1.120004057884216309e-02 8.842872455716133118e-03 7.151786703616380692e-03
1.200000000000000000e+01 1.171741388361624558e-07 1.571015127410646528e-05 5.264818668365478516e-03 3.630087594501674175e-04 4.420464392751455307e-03 9.896156552713364363e-05 7.995085790753364563e-03 8.428002707660198212e-03 7.515768520534038544e-03 1.117310617360089964e-07 1.583168159413617104e-05 5.438731517642736435e-03 3.630087303463369608e-04 4.420463927090167999e-03 9.896148549159988761e-05 7.995085790753364563e-03 8.428003638982772827e-03 7.515768054872751236e-03
1.300000000000000000e+01 2.749361271980887977e-07 1.409086507919710129e-05 5.258313845843076706e-03 3.997389285359531641e-04 3.539891913533210754e-03 1.628614409128203988e-04 4.265462048351764679e-03 5.860766861587762833e-03 6.536878179758787155e-03 2.927225182247639168e-07 1.421446631866274402e-05 5.418553482741117477e-03 3.997389285359531641e-04 3.539891913533210754e-03 1.628612808417528868e-04 4.265462514013051987e-03 5.860767792910337448e-03 6.536877714097499847e-03
1.400000000000000000e+01 3.821748748578102095e-07 9.826327186601702124e-06 4.448661580681800842e-03 3.541203914210200310e-04 2.638695063069462776e-03 2.103737497236579657e-04 1.502224127762019634e-03 2.822138601914048195e-03 4.836821462959051132e-03 4.030786442399403313e-07 9.948903425538446754e-06 4.568716976791620255e-03 3.541203914210200310e-04 2.638695063069462776e-03 2.103737497236579657e-04 1.502224244177341461e-03 2.822138601914048195e-03 4.836821928620338440e-03
1.500000000000000000e+01 3.735282803063455503e-07 5.701072041119914502e-06 3.100150963291525841e-03 2.661883772816509008e-04 1.905232202261686325e-03 2.585807524155825377e-04 2.345628454349935055e-04 7.889153785072267056e-04 2.983750542625784874e-03 3.948623259475425584e-07 5.800657163490541279e-06 3.166166367009282112e-03 2.661883190739899874e-04 1.905232202261686325e-03 2.585807524155825377e-04 2.345628454349935055e-04 7.889153202995657921e-04 2.983750076964497566e-03
1.600000000000000000e+01 2.896767909987829626e-07 2.906298732341383584e-06 1.669052871875464916e-03 1.920285867527127266e-04 1.368266181088984013e-03 3.150159609504044056e-04 2.512109058443456888e-04 2.566138573456555605e-04 1.398339052684605122e-03 3.082826651734649204e-07 2.968979288198170252e-06 1.684507238678634167e-03 1.920285576488822699e-04 1.368266181088984013e-03 3.150158445350825787e-04 2.512110804673284292e-04 2.566137409303337336e-04 1.398339401930570602e-03
1.700000000000000000e+01 1.858987559444358340e-07 1.323998276347992942e-06 6.076560239307582378e-04 1.722001470625400543e-04 9.982158662751317024e-04 3.620489151217043400e-04 1.008914550766348839e-03 7.526176632381975651e-04 3.630899882409721613e-04 1.970223451053243480e-07 1.355327640339965001e-06 5.909079918637871742e-04 1.722001470625400543e-04 9.982158662751317024e-04 3.620490897446870804e-04 1.008914550766348839e-03 7.526177214458584785e-04 3.630901628639549017e-04
1.800000000000000000e+01 1.334820325382679584e-07 5.954017296971869655e-07 1.513892493676394224e-04 2.129569038515910506e-04 7.690945640206336975e-04 3.596305614337325096e-04 1.952917315065860748e-03 1.432742457836866379e-03 1.954772415047045797e-05 1.364758190902648494e-07 6.032844908077095170e-07 1.267185871256515384e-04 2.129568747477605939e-04 7.690945058129727840e-04 3.596307360567152500e-04 1.952917315065860748e-03 1.432742574252188206e-03 1.954774779733270407e-05
1.900000000000000000e+01 1.608822657317432459e-07 5.543977863453619648e-07 2.354318712605163455e-04 2.904660941567271948e-04 6.644082604907453060e-04 2.779313072096556425e-04 2.670628484338521957e-03 1.706558512523770332e-03 3.432861994951963425e-04 1.573675092458870495e-07 5.335050445864908397e-07 2.224953204859048128e-04 2.904660359490662813e-04 6.644082022830843925e-04 2.779313945211470127e-04 2.670628018677234650e-03 1.706558512523770332e-03 3.432862285990267992e-04
2.000000000000000000e+01 2.309897553232076461e-07 1.046407419380557258e-06 5.954491207376122475e-04 3.724465495906770229e-04 6.604416994377970695e-04 1.424015208613127470e-04 2.932486589998006821e-03 1.475510536693036556e-03 1.138939987868070602e-03 2.181050433591735782e-07 9.890128467304748483e-07 6.030928925611078739e-04 3.724465786945074797e-04 6.604416412301361561e-04 1.424015645170584321e-04 2.932486589998006821e-03 1.475510420277714729e-03 1.138939755037426949e-03
2.100000000000000000e+01 2.921561588209442561e-07 1.758104531290882733e-06 9.570448892191052437e-04 4.359064332675188780e-04 7.187235169112682343e-04 3.745878711924888194e-05 2.690950408577919006e-03 9.794792858883738518e-04 2.087146509438753128e-03 2.635682108120818157e-07 1.674145664765092079e-06 9.838480036705732346e-04 4.359064332675188780e-04 7.187235169112682343e-04 3.745884168893098831e-05 2.690949942916631699e-03 9.794795187190175056e-04 2.087146975100040436e-03
2.200000000000000000e+01 3.158843924211396370e-07 2.309375531694968231e-06 1.167851383797824383e-03 4.668229084927588701e-04 7.945355609990656376e-04 4.469974010135047138e-05 2.061460167169570923e-03 5.068132304586470127e-04 2.842158544808626175e-03 2.714985214424814330e-07 2.225423941126791760e-06 1.207010005600750446e-03 4.668229084927588701e-04 7.945354445837438107e-04 4.469962368602864444e-05 2.061460167169570923e-03 5.068132304586470127e-04 2.842158544808626175e-03
2.300000000000000000e+01 3.003667075063276570e-07 2.438015599182108417e-06 1.208936795592308044e-03 4.518960777204483747e-04 8.516018860973417759e-04 1.688887714408338070e-04 1.272928202524781227e-03 2.059229591395705938e-04 3.148782998323440552e-03 2.508680836399435066e-07 2.376275006099604070e-06 1.253213384188711643e-03 4.518960777204483747e-04 8.516018278896808624e-04 1.688887277850881219e-04 1.272928202524781227e-03 2.059230173472315073e-04 3.148783231154084206e-03
2.400000000000000000e+01 2.590433041405049153e-07 2.122575551766203716e-06 1.129503012634813786e-03 3.818446712102741003e-04 8.716545416973531246e-04 3.301391843706369400e-04 5.816902266815304756e-04 7.120882946765050292e-05 2.929448150098323822e-03 2.177910261025317595e-07 2.086501353915082291e-06 1.173633732832968235e-03 3.818447294179350138e-04 8.716545999050140381e-04 3.301393007859587669e-04 5.816903430968523026e-04 7.120886584743857384e-05 2.929448150098323822e-03
2.500000000000000000e+01 2.014439246522670146e-07 1.572474502609111369e-06 9.813859360292553902e-04 2.665808424353599548e-04 8.539141272194683552e-04 4.308653005864471197e-04 1.750005467329174280e-04 2.976279210997745395e-05 2.297801896929740906e-03 1.740754242973707733e-07 1.552145363348245155e-06 1.022035605274140835e-03 2.665809006430208683e-04 8.539141272194683552e-04 4.308653878979384899e-04 1.750006194924935699e-04 2.976277755806222558e-05 2.297802129760384560e-03
2.600000000000000000e+01 1.339447095460855053e-07 1.057359327205631416e-06 7.926916587166488171e-04 1.428832911187782884e-04 8.063291315920650959e-04 4.270779318176209927e-04 1.067519842763431370e-04 2.118979136866983026e-05 1.491297036409378052e-03 1.173202335280620900e-07 1.042851522470300552e-06 8.274369756691157818e-04 1.428832911187782884e-04 8.063291897997260094e-04 4.270782810635864735e-04 1.067520061042159796e-04 2.118978409271221608e-05 1.491297385655343533e-03
2.700000000000000000e+01 7.520738165567308897e-08 7.164257453950995114e-07 5.764366360381245613e-04 6.200702046044170856e-05 7.355074631050229073e-04 3.421210567466914654e-04 2.923022257164120674e-04 2.079359364870470017e-05 7.609788444824516773e-04 6.343812231079937192e-08 7.046006089694856200e-07 6.030907388776540756e-04 6.200699135661125183e-05 7.355074631050229073e-04 3.421211149543523788e-04 2.923022839240729809e-04 2.079359910567291081e-05 7.609787280671298504e-04
2.800000000000000000e+01 5.289834703603446542e-08 5.286376563162775710e-07 3.529911336954683065e-04 6.488224607892334461e-05 6.435141549445688725e-04 2.294480364071205258e-04 5.617546848952770233e-04 2.328662776562850922e-05 2.763213997241109610e-04 4.202432180022697139e-08 5.214001816966629121e-07 3.698111686389893293e-04 6.488226790679618716e-05 6.435141549445688725e-04 2.294480073032900691e-04 5.617545684799551964e-04 2.328662776562850922e-05 2.763213997241109610e-04
